employee_id,employee_name,department,position,date,attendance_status,hours_worked,tasks_completed,performance_rating,monthly_salary
EMP9022,Emilio Perez,IT Support,Associate,2024-04-02,Late,6.46,11.0,3.2,91228.0
EMP7930,Fernando Molina,Sales,Senior,2023-04-28,Absent,5.62,2.0,4.0,49571.0
EMP9494,  Diego Jimenez  ,IT Support,Associate,2023-08-31,Late,9.48,0.0,3.2,68353.0
EMP5558,Eduardo Espinoza,HR,Junior,2023-04-16,Absent,3.76,9.0,2.5,118717.0
EMP9727,Salvador Bernal,Marketing,Manager,2024-07-29,On Leave,1.27,7.0,1.5,78929.0
EMP1753,Maria Santos,HR,Associate,2024-03-27,Absent,5.48,13.0,5.0,37290.0
EMP9938,Elena Morales,HR,Associate,2024-03-21,Late,3.31,9.0,4.1,67333.0
EMP5291,Javier Miranda,Operations,Lead,2023-07-24,Absent,1.16,6.0,3.0,30739.0
EMP3296,Sergio Pena,Operations,Manager,2023-09-13,Absent,1.14,3.0,1.5,28083.0
EMP1090,Fernanda Castro,Engineering,Junior,2024-02-10,On Leave,7.51,7.0,3.6,112235.0
EMP6553,Ricardo Delgado,Operations,Senior,2024-12-05,Late,7.55,15.0,4.9,73221.5
EMP8433,Roberto Navarro,Marketing,Lead,2024-12-11,Work From Home,6.095000000000001,12.0,1.1,31542.0
EMP6000,Alejandro Fuentes,Sales,Associate,2024-10-05,Work From Home,8.98,13.0,3.7,48474.0
EMP5542,Carlos Reyes,Sales,Senior,2023-05-04,Absent,11.86,13.0,2.9,50008.0
EMP4475,Rosa Mendoza,Marketing,Associate,2023-08-07,Late,7.96,10.0,2.2,118652.0
EMP5349,Sofia Castillo,Engineering,Manager,2023-11-22,Work From Home,9.67,11.0,3.0,111823.0
EMP2588,  Luis Torres  ,Finance,Manager,2024-09-12,On Leave,10.59,12.0,4.9,110769.0
EMP2588,Luis Torres,Sales,Lead,2023-12-29,Present,5.08,14.0,3.7,104696.0
EMP1006,Veronica Soto,Operations,Junior,2023-04-04,Late,9.5,9.0,3.2,105799.0
EMP3503,Cesar Rivas,IT Support,Manager,2024-08-31,Present,7.66,2.0,4.1,106193.0
EMP3503,Cesar Rivas,Marketing,Lead,2023-04-30,Late,1.68,1.0,5.0,35220.0
EMP9022,Emilio Perez,HR,Associate,2023-11-19,Work From Home,0.19,6.0,1.6,113416.0
EMP9179,Lucia Romero,Unknown,Lead,2023-06-23,Work From Home,7.91,9.0,3.7,101167.0
EMP3950,Hector Campos,Engineering,Manager,2024-01-11,Absent,6.095000000000001,8.0,4.8,23396.0
EMP7615,Valentina Gutierrez,Marketing,Associate,2024-12-19,On Leave,6.095000000000001,1.0,1.9,80332.0
EMP9751,Lorena Acosta,Operations,Lead,2024-07-28,Present,9.88,0.0,3.7,78414.0
EMP2530,Daniela Paredes,Finance,Senior,2023-07-12,On Leave,1.98,12.0,1.9,115311.0
EMP9004,Marco Sandoval,Finance,Junior,2023-01-27,Work From Home,1.08,2.0,3.4,62523.0
EMP9727,Salvador Bernal,Finance,Junior,2023-01-18,Late,7.05,0.0,1.9,27925.0
EMP3184,Monica Aguilar,Marketing,Associate,2024-04-22,Late,3.63,12.0,1.4,87045.0
EMP5135,Pablo Rojas,Marketing,Lead,2024-08-12,On Leave,9.38,10.0,3.0,71502.0
EMP9022,Emilio Perez,Finance,Junior,2024-09-25,Present,3.54,7.0,3.0,40214.0
EMP3296,Sergio Pena,Finance,Associate,2023-10-13,On Leave,5.55,2.0,4.2,92132.0
EMP3296,Sergio Pena,HR,Junior,2024-01-13,Present,9.98,2.0,3.5,86462.0
EMP5497,Gabriela Vega,IT Support,Lead,2024-06-11,Present,3.94,12.0,1.7,38430.0
EMP9727,Salvador Bernal,Finance,Manager,2024-09-16,Present,8.02,10.0,3.0,62600.0
EMP5349,Sofia Castillo,Engineering,Junior,2023-01-05,Absent,5.42,6.0,3.3,40766.0
EMP5010,Alfredo Cordova,HR,Associate,2023-04-17,Work From Home,4.99,15.0,3.7,43758.0
EMP1753,Maria Santos,Operations,Manager,2023-12-02,Present,6.095000000000001,7.0,3.0,80852.0
EMP4258,Raul Cabrera,Finance,Senior,2024-04-08,Present,1.37,7.0,2.4,103055.0
EMP8019,Adriana Nunez,Marketing,Senior,2023-09-09,Late,9.97,2.0,4.5,51963.0
EMP9004,Marco Sandoval,HR,Lead,2023-02-11,Absent,5.14,7.0,1.6,53425.0
EMP9727,Salvador Bernal,IT Support,Associate,2023-05-12,Late,7.92,5.0,3.1,99507.0
EMP9179,Lucia Romero,IT Support,Lead,2023-03-02,On Leave,6.095000000000001,0.0,2.1,79638.0
EMP2530,  Daniela Paredes  ,IT Support,Associate,2023-03-20,Work From Home,6.13,3.0,3.0,65793.0
EMP8433,Roberto Navarro,Marketing,Manager,2024-03-12,On Leave,11.5,7.0,3.5,44430.0
EMP5497,Gabriela Vega,Operations,Associate,2023-08-17,Late,10.02,0.0,2.9,114253.0
EMP1006,Veronica Soto,HR,Lead,2023-06-07,On Leave,0.65,0.0,1.4,106772.0
EMP6947,Carmen Ramos,Unknown,Manager,2024-01-11,On Leave,6.5,1.0,3.2,75725.0
EMP2193,Antonio Medina,Operations,Lead,2024-07-01,Work From Home,6.08,13.0,1.1,67124.0
EMP6862,Jose Cruz,Operations,Associate,2023-05-30,Late,0.19,13.0,1.6,63236.0
EMP1006,Veronica Soto,Sales,Senior,2024-01-26,On Leave,11.94,9.0,3.0,76387.0
EMP2796,Ana Bautista,Engineering,Manager,2023-08-08,Absent,10.29,7.0,2.1,73674.0
EMP3546,Renata Montes,Engineering,Manager,2023-03-16,Present,0.54,11.0,3.0,27897.0
EMP5135,Pablo Rojas,IT Support,Senior,2024-01-25,Late,5.6,11.0,2.0,87215.0
EMP1964,Mariana Guzmán,HR,Manager,2024-10-23,On Leave,2.07,7.0,5.0,88690.0
EMP5497,Gabriela Vega,HR,Senior,2023-06-16,Work From Home,6.77,12.0,2.3,119039.0
EMP6000,Alejandro Fuentes,Finance,Manager,2023-02-20,Absent,8.13,8.0,3.0,73004.0
EMP9938,Elena Morales,Operations,Senior,2024-02-05,Late,7.04,2.0,3.8,115677.0
EMP3950,Hector Campos,Sales,Junior,2023-08-22,Work From Home,8.89,0.0,4.4,21610.0
EMP2796,Ana Bautista,Sales,Junior,2024-03-02,Work From Home,6.095000000000001,3.0,2.0,111995.0
EMP1525,  Miguel Herrera  ,IT Support,Senior,2024-02-15,Work From Home,6.095000000000001,6.0,4.5,61245.0
EMP8018,Oscar Leon,Finance,Manager,2023-11-03,Late,5.7,0.0,3.0,34366.0
EMP1006,Veronica Soto,Marketing,Associate,2024-10-02,Work From Home,3.63,2.0,3.6,97569.0
EMP4228,Beatriz Salazar,Sales,Lead,2024-07-24,Present,4.39,12.0,2.1,36199.0
EMP9666,Camila Ortiz,Marketing,Lead,2024-06-16,On Leave,6.095000000000001,10.0,4.6,37536.0
EMP5573,Constanza Mejia,Engineering,Lead,2023-11-12,Present,5.56,3.0,1.6,109922.0
EMP2193,Antonio Medina,HR,Junior,2023-10-14,Absent,4.6,13.0,3.6,88919.0
EMP3503,Cesar Rivas,Finance,Lead,2023-06-02,Work From Home,3.6,5.0,2.9,49536.0
EMP5010,Alfredo Cordova,Sales,Lead,2024-04-16,Absent,2.02,11.0,1.6,91636.0
EMP7615,Valentina Gutierrez,Marketing,Manager,2024-01-13,On Leave,5.68,7.0,5.0,92140.0
EMP5915,  Jorge Flores  ,HR,Senior,2023-09-01,Absent,7.07,0.0,2.1,36614.0
EMP3184,  Monica Aguilar  ,Sales,Junior,2024-08-17,On Leave,1.15,4.0,3.0,94425.0
EMP5558,Eduardo Espinoza,Finance,Senior,2023-07-13,Absent,11.77,7.0,2.5,73841.0
EMP5119,Patricia Ruiz,Engineering,Junior,2024-06-04,Present,0.96,5.0,3.4,108501.0
EMP5497,Gabriela Vega,Marketing,Manager,2024-11-26,Absent,1.92,0.0,4.4,108878.0
EMP5119,Patricia Ruiz,Operations,Junior,2024-11-27,Late,8.65,8.0,1.4,76985.0
EMP4228,Beatriz Salazar,Engineering,Junior,2024-11-02,Late,5.97,9.0,4.6,73031.0
EMP5291,Javier Miranda,Sales,Lead,2024-02-10,On Leave,0.35,6.0,3.4,70965.0
EMP6553,Ricardo Delgado,Unknown,Lead,2024-02-13,Late,4.99,3.0,2.7,107177.0
EMP9751,Lorena Acosta,Marketing,Junior,2024-01-17,Present,9.78,5.0,2.6,79839.0
EMP3170,Andres Vargas,IT Support,Junior,2023-01-02,On Leave,0.58,14.0,4.9,74266.0
EMP9751,Lorena Acosta,Engineering,Associate,2023-07-31,Work From Home,9.67,7.0,2.1,90617.0
EMP3296,Sergio Pena,Engineering,Manager,2023-10-20,Absent,8.33,15.0,3.0,29706.0
EMP9920,Natalia Silva,Marketing,Manager,2023-10-29,On Leave,5.57,3.0,1.2,103151.0
EMP5010,Alfredo Cordova,Finance,Manager,2024-02-25,Absent,9.23,2.0,4.9,104192.0
EMP5349,Sofia Castillo,Finance,Associate,2023-12-30,Late,9.57,10.0,4.5,111905.0
EMP5135,Pablo Rojas,Operations,Senior,2023-06-16,Absent,4.72,9.0,2.3,86809.0
EMP5542,Carlos Reyes,IT Support,Associate,2023-05-14,Present,6.48,5.0,3.6,73221.5
EMP5558,Eduardo Espinoza,Finance,Lead,2023-12-16,Late,1.89,9.0,4.1,94395.0
EMP3296,Sergio Pena,IT Support,Junior,2023-08-31,Work From Home,6.095000000000001,11.0,3.5,41755.0
EMP2530,Daniela Paredes,HR,Junior,2023-03-17,Work From Home,0.65,7.0,1.3,49837.0
EMP9938,Elena Morales,Sales,Lead,2023-08-18,Work From Home,10.17,11.0,2.5,119956.0
EMP4470,Paola Ibarra,Engineering,Senior,2024-01-10,Present,9.17,11.0,2.6,94747.0
EMP1525,Miguel Herrera,Engineering,Lead,2023-03-17,Late,9.59,1.0,1.1,54226.0
EMP9727,Salvador Bernal,IT Support,Lead,2024-05-16,On Leave,1.71,8.0,2.5,29898.0
EMP2193,Antonio Medina,Finance,Senior,2023-10-09,Work From Home,7.1,11.0,1.3,80521.0
EMP9938,Elena Morales,Finance,Senior,2024-06-05,On Leave,8.46,13.0,4.9,51946.0
EMP3296,Sergio Pena,IT Support,Lead,2024-01-20,Late,0.96,4.0,1.5,90419.0
EMP7615,Valentina Gutierrez,Sales,Manager,2024-09-28,Late,2.93,1.0,2.5,34860.0
EMP1753,Maria Santos,HR,Lead,2024-02-16,On Leave,5.12,3.0,3.8,78138.0
EMP3950,Hector Campos,Engineering,Junior,2024-08-20,Absent,5.77,12.0,4.3,51745.0
EMP5010,Alfredo Cordova,Marketing,Manager,2023-11-13,On Leave,8.0,10.0,3.8,92667.0
EMP6000,Alejandro Fuentes,Operations,Junior,2023-10-24,Work From Home,9.44,9.0,1.3,77367.0
EMP8018,Oscar Leon,Sales,Senior,2023-03-12,Present,6.07,10.0,4.4,84251.0
EMP4470,Paola Ibarra,Finance,Lead,2024-01-31,On Leave,4.07,5.0,3.8,68148.0
EMP1090,Fernanda Castro,Marketing,Lead,2023-08-29,Work From Home,0.95,14.0,2.8,85333.0
EMP8018,Oscar Leon,IT Support,Lead,2024-10-24,Work From Home,9.8,2.0,1.1,113961.0
EMP9920,Natalia Silva,Finance,Manager,2024-04-27,Absent,9.09,6.0,3.7,98094.0
EMP4228,Beatriz Salazar,Marketing,Lead,2023-03-13,Late,11.39,10.0,2.3,36334.0
EMP3546,Renata Montes,Marketing,Senior,2024-08-04,Absent,0.0,6.0,3.4,103719.0
EMP9666,Camila Ortiz,IT Support,Manager,2023-02-11,Absent,2.58,7.0,1.4,52534.0
EMP9666,Camila Ortiz,Sales,Associate,2023-05-03,Present,0.15,7.0,3.0,65443.0
EMP4978,Pedro Villanueva,Marketing,Senior,2024-10-17,On Leave,3.9,8.0,3.6,105389.0
EMP9727,Salvador Bernal,Finance,Junior,2023-10-22,Late,7.2,11.0,3.3,47884.0
EMP7615,Valentina Gutierrez,HR,Manager,2023-09-10,Work From Home,6.95,1.0,1.3,106163.0
EMP5558,Eduardo Espinoza,Finance,Manager,2024-07-21,On Leave,6.095000000000001,1.0,4.6,94928.0
EMP2588,Luis Torres,Engineering,Junior,2023-06-18,On Leave,5.39,10.0,1.5,66961.0
EMP3170,Andres Vargas,Marketing,Junior,2023-09-08,Late,4.43,5.0,4.3,112214.0
EMP1006,Veronica Soto,HR,Lead,2024-04-26,Late,0.52,12.0,2.0,73221.5
EMP4258,Raul Cabrera,HR,Senior,2023-10-19,Absent,5.45,15.0,4.4,81344.0
EMP4510,Claudia Suarez,Operations,Associate,2024-08-07,On Leave,6.91,7.0,4.2,44957.0
EMP4470,Paola Ibarra,Sales,Manager,2024-03-28,Work From Home,4.97,6.0,3.0,76349.0
EMP9022,Emilio Perez,IT Support,Senior,2024-07-28,Late,7.77,9.0,3.7,83142.0
EMP8433,Roberto Navarro,HR,Junior,2023-12-06,On Leave,2.47,6.0,3.8,114638.0
EMP5542,Carlos Reyes,Sales,Associate,2023-07-30,Absent,3.34,2.0,3.0,90371.0
EMP6862,Jose Cruz,Finance,Junior,2024-04-21,On Leave,10.39,9.0,1.3,79866.0
EMP1006,Veronica Soto,IT Support,Lead,2024-09-12,Work From Home,7.15,7.0,2.5,78028.0
EMP5915,Jorge Flores,Engineering,Senior,2024-04-06,Present,7.43,11.0,2.9,45575.0
EMP8019,  Adriana Nunez  ,Unknown,Manager,2023-03-14,Work From Home,5.67,6.0,1.5,109220.0
EMP5010,Alfredo Cordova,Marketing,Senior,2023-05-05,On Leave,6.88,12.0,4.3,39198.0
EMP8019,Adriana Nunez,HR,Lead,2024-04-13,On Leave,6.095000000000001,4.0,1.0,116497.0
EMP6000,Alejandro Fuentes,Marketing,Lead,2024-03-05,On Leave,6.46,7.0,1.9,77125.0
EMP9727,Salvador Bernal,Engineering,Senior,2024-02-12,On Leave,11.56,9.0,4.2,38111.0
EMP6000,Alejandro Fuentes,IT Support,Associate,2023-08-17,On Leave,0.28,7.0,2.3,29099.0
EMP5915,Jorge Flores,Operations,Lead,2023-12-18,Present,10.73,1.0,1.4,73221.5
EMP4978,Pedro Villanueva,HR,Junior,2023-07-22,Absent,10.83,14.0,1.4,63456.0
EMP6000,Alejandro Fuentes,IT Support,Junior,2023-12-20,Work From Home,2.89,3.0,3.0,63583.0
EMP1964,Mariana Guzmán,HR,Junior,2023-12-18,Absent,7.78,7.0,3.1,92339.0
EMP2588,Luis Torres,Sales,Associate,2023-11-01,On Leave,6.095000000000001,1.0,2.1,31401.0
EMP9494,Diego Jimenez,HR,Senior,2023-11-14,Late,6.18,15.0,1.1,104790.0
EMP9179,Lucia Romero,IT Support,Manager,2024-05-01,Late,3.25,2.0,4.6,93860.0
EMP5497,Gabriela Vega,Operations,Junior,2023-12-11,Absent,3.62,4.0,3.9,77261.0
EMP6000,Alejandro Fuentes,Marketing,Manager,2023-05-26,On Leave,6.76,6.0,3.2,43010.0
EMP5542,Carlos Reyes,Operations,Junior,2023-01-26,Present,4.57,7.0,1.8,118328.0
EMP9938,Elena Morales,Marketing,Senior,2024-11-02,Absent,8.38,12.0,3.4,31104.0
EMP7930,Fernando Molina,IT Support,Manager,2023-12-19,On Leave,10.53,7.0,3.0,94976.0
EMP5497,Gabriela Vega,Marketing,Manager,2024-01-25,On Leave,9.65,10.0,2.3,105332.0
EMP8019,Adriana Nunez,Operations,Manager,2023-11-20,Late,11.22,6.0,3.0,71876.0
EMP5542,Carlos Reyes,Marketing,Lead,2024-12-27,Absent,11.25,1.0,4.7,98234.0
EMP9920,Natalia Silva,Marketing,Associate,2024-02-01,Late,6.095000000000001,13.0,3.2,42645.0
EMP5558,Eduardo Espinoza,Unknown,Junior,2024-06-30,Present,2.39,11.0,3.0,119201.0
EMP6553,Ricardo Delgado,Engineering,Junior,2024-06-20,Work From Home,11.7,2.0,3.2,86535.0
EMP4475,Rosa Mendoza,HR,Associate,2023-05-07,Late,7.07,12.0,4.9,61222.0
EMP1006,Veronica Soto,Marketing,Senior,2023-08-04,On Leave,5.16,10.0,2.8,108555.0
EMP3184,Monica Aguilar,Operations,Senior,2023-02-26,Late,6.0,5.0,1.6,33487.0
EMP2530,Daniela Paredes,Sales,Lead,2023-04-13,Present,8.17,4.0,4.9,40701.0
EMP3503,Cesar Rivas,Engineering,Lead,2023-04-18,Late,6.14,3.0,3.0,33928.0
EMP5291,Javier Miranda,Operations,Manager,2024-09-22,Late,1.83,2.0,1.3,46633.0
EMP5291,Javier Miranda,IT Support,Lead,2023-04-16,On Leave,10.47,9.0,2.9,64657.0
EMP6862,Jose Cruz,Engineering,Associate,2024-11-13,Work From Home,1.23,13.0,4.0,51029.0
EMP5497,Gabriela Vega,Operations,Senior,2024-10-05,On Leave,8.55,7.0,3.8,30803.0
EMP1090,Fernanda Castro,IT Support,Junior,2024-03-11,Present,2.63,14.0,3.2,35906.0
EMP2588,Luis Torres,IT Support,Associate,2023-02-10,Late,10.23,11.0,2.7,35191.0
EMP9494,Diego Jimenez,IT Support,Associate,2023-10-29,Absent,5.39,2.0,4.8,116348.0
EMP7930,Fernando Molina,Sales,Manager,2023-06-11,Work From Home,0.89,11.0,3.0,75615.0
EMP1753,Maria Santos,Marketing,Junior,2023-10-28,Absent,4.3,13.0,2.0,74008.0
EMP6000,Alejandro Fuentes,HR,Lead,2023-02-13,Present,5.23,14.0,4.4,95465.0
EMP5291,Javier Miranda,Engineering,Lead,2024-07-18,Present,8.47,0.0,1.3,110573.0
EMP9004,Marco Sandoval,Operations,Associate,2023-05-28,Work From Home,3.5,0.0,2.4,94798.0
EMP3503,  Cesar Rivas  ,Marketing,Lead,2023-11-06,On Leave,2.39,12.0,1.4,69986.0
EMP1753,Maria Santos,Marketing,Senior,2023-11-15,Present,0.0,15.0,4.9,49878.0
EMP5010,Alfredo Cordova,Marketing,Lead,2024-11-01,Work From Home,1.19,15.0,2.6,56666.0
EMP5119,Patricia Ruiz,Engineering,Associate,2024-06-17,On Leave,0.82,5.0,3.2,72876.0
EMP1525,Miguel Herrera,Sales,Junior,2024-03-20,On Leave,11.74,3.0,1.7,59251.0
EMP8019,Adriana Nunez,HR,Senior,2024-08-12,On Leave,8.13,12.0,4.8,45995.0
EMP6947,Carmen Ramos,Sales,Manager,2024-05-13,Present,6.32,9.0,1.9,98554.0
EMP4470,Paola Ibarra,HR,Manager,2023-08-19,Absent,7.77,8.0,1.3,41747.0
EMP5349,Sofia Castillo,Marketing,Senior,2023-07-21,On Leave,5.49,8.0,3.1,103769.0
EMP7615,Valentina Gutierrez,Sales,Manager,2023-01-20,On Leave,11.87,11.0,3.2,83527.0
EMP4978,Pedro Villanueva,Marketing,Manager,2024-02-18,Absent,1.63,0.0,1.8,46309.0
EMP4510,Claudia Suarez,Sales,Manager,2023-07-24,Late,9.34,6.0,3.8,58712.0
EMP6862,Jose Cruz,Operations,Junior,2023-07-15,On Leave,0.23,10.0,1.6,110505.0
EMP6553,Ricardo Delgado,Finance,Junior,2023-03-06,Present,3.14,10.0,3.0,108857.0
EMP5119,Patricia Ruiz,Engineering,Junior,2024-11-23,Absent,0.05,7.0,3.8,65134.0
EMP8433,Roberto Navarro,IT Support,Manager,2024-04-16,Present,9.98,11.0,2.7,33875.0
EMP5010,Alfredo Cordova,Engineering,Lead,2024-01-24,Late,3.24,7.0,3.0,27331.0
EMP8018,Oscar Leon,Sales,Associate,2023-02-22,Present,3.22,1.0,1.8,119837.0
EMP5119,Patricia Ruiz,IT Support,Manager,2024-08-01,Work From Home,2.69,10.0,3.1,111826.0
EMP5291,Javier Miranda,IT Support,Lead,2023-04-04,Late,5.64,13.0,2.3,33710.0
EMP5291,Javier Miranda,Sales,Junior,2023-06-05,Present,1.79,9.0,5.0,35525.0
EMP8019,Adriana Nunez,Sales,Manager,2023-08-11,Late,5.75,10.0,4.8,22009.0
EMP4258,Raul Cabrera,Finance,Junior,2023-06-26,Work From Home,3.3,4.0,3.4,110919.0
EMP6862,Jose Cruz,Unknown,Senior,2023-08-11,Late,5.32,7.0,1.4,109873.0
EMP3170,Andres Vargas,Engineering,Lead,2024-08-31,Present,7.4,14.0,1.5,73221.5
EMP5135,Pablo Rojas,Marketing,Lead,2023-10-06,Absent,2.8,7.0,4.1,96638.0
EMP3184,Monica Aguilar,Operations,Associate,2024-01-28,Present,2.29,4.0,2.1,74387.0
EMP4978,Pedro Villanueva,Marketing,Junior,2023-09-14,Late,1.18,15.0,2.4,107988.0
EMP6947,Carmen Ramos,Engineering,Associate,2023-03-07,Work From Home,4.06,7.0,1.9,29305.0
EMP8019,Adriana Nunez,Unknown,Associate,2023-04-03,On Leave,10.92,10.0,1.7,37322.0
EMP5291,Javier Miranda,IT Support,Junior,2024-02-17,Late,6.19,8.0,2.8,83968.0
EMP3170,Andres Vargas,Finance,Senior,2024-12-30,On Leave,11.6,7.0,4.6,65706.0
EMP8018,Oscar Leon,Finance,Manager,2024-01-24,On Leave,9.88,7.0,2.4,73221.5
EMP1006,Veronica Soto,Engineering,Senior,2024-07-20,Work From Home,3.46,12.0,2.8,92070.0
EMP4228,Beatriz Salazar,Marketing,Junior,2023-08-16,On Leave,4.26,9.0,3.0,63426.0
EMP6553,Ricardo Delgado,Finance,Manager,2023-03-01,Present,6.71,9.0,2.6,20395.0
EMP7615,Valentina Gutierrez,HR,Associate,2023-03-30,On Leave,11.1,3.0,3.4,73221.5
EMP3170,Andres Vargas,Finance,Lead,2024-04-06,Late,7.56,13.0,1.1,108250.0
EMP1525,Miguel Herrera,IT Support,Manager,2023-11-23,Absent,6.93,10.0,2.2,38777.0
EMP4510,Claudia Suarez,IT Support,Junior,2023-05-13,On Leave,7.37,13.0,2.7,82573.0
EMP9727,Salvador Bernal,Sales,Lead,2024-04-04,Present,7.38,2.0,2.0,39597.0
EMP5558,Eduardo Espinoza,IT Support,Manager,2024-03-04,Work From Home,11.59,15.0,4.5,82424.0
EMP1006,Veronica Soto,Finance,Junior,2023-01-18,Work From Home,6.35,8.0,4.9,22246.0
EMP7930,Fernando Molina,Sales,Manager,2024-11-08,Absent,8.62,4.0,2.2,27665.0
EMP2530,Daniela Paredes,IT Support,Lead,2023-10-06,Work From Home,6.29,8.0,3.5,85031.0
EMP5119,  Patricia Ruiz  ,HR,Senior,2024-09-24,Absent,1.57,12.0,1.6,110812.0
EMP6862,Jose Cruz,IT Support,Lead,2024-05-22,Present,6.095000000000001,9.0,3.0,94443.0
EMP1090,Fernanda Castro,Engineering,Senior,2024-09-11,Present,5.71,4.0,2.8,65015.0
EMP9727,Salvador Bernal,Operations,Manager,2023-10-17,Late,11.77,6.0,1.9,43519.0
EMP2588,Luis Torres,HR,Manager,2023-01-16,Absent,11.63,7.0,2.6,83092.0
EMP4475,Rosa Mendoza,Operations,Lead,2024-06-24,Work From Home,8.45,2.0,1.4,91781.0
EMP9179,Lucia Romero,Finance,Manager,2024-09-18,Absent,6.095000000000001,1.0,3.1,93516.0
EMP5573,Constanza Mejia,Unknown,Manager,2023-08-26,Absent,6.42,1.0,2.7,43040.0
EMP5135,Pablo Rojas,Sales,Lead,2024-06-22,On Leave,4.52,5.0,4.6,64869.0
EMP6947,Carmen Ramos,Engineering,Senior,2024-12-11,On Leave,1.7,12.0,3.4,95340.0
EMP1090,Fernanda Castro,IT Support,Senior,2024-08-02,Work From Home,11.73,3.0,4.7,50115.0
EMP9004,Marco Sandoval,Finance,Manager,2024-04-01,On Leave,10.77,15.0,2.0,52406.0
EMP9004,  Marco Sandoval  ,Engineering,Manager,2024-07-03,Work From Home,1.8,10.0,2.8,109167.0
EMP9666,Camila Ortiz,IT Support,Manager,2024-03-15,Work From Home,3.66,1.0,4.8,33006.0
EMP3950,Hector Campos,Operations,Associate,2024-12-02,Late,4.57,4.0,2.2,84634.0
EMP3170,Andres Vargas,Engineering,Junior,2023-07-05,Work From Home,8.05,1.0,2.8,92045.0
EMP8019,Adriana Nunez,Sales,Manager,2023-03-04,Present,6.095000000000001,1.0,3.3,85909.0
EMP9022,Emilio Perez,HR,Junior,2024-08-10,Present,8.03,4.0,4.1,29836.0
EMP9004,Marco Sandoval,Finance,Junior,2024-11-28,On Leave,6.095000000000001,11.0,3.4,43276.0
EMP1166,Isabela Rios,Operations,Associate,2024-03-15,Work From Home,10.14,0.0,4.7,110894.0
EMP3296,Sergio Pena,HR,Senior,2024-09-21,Present,11.98,8.0,1.3,103560.0
EMP8019,Adriana Nunez,HR,Lead,2024-05-30,Work From Home,2.66,1.0,2.2,104323.0
EMP5135,Pablo Rojas,Operations,Senior,2023-07-14,Work From Home,9.16,15.0,3.0,60441.0
EMP2193,  Antonio Medina  ,Marketing,Associate,2023-01-07,On Leave,3.13,7.0,4.0,73221.5
EMP8019,Adriana Nunez,Finance,Associate,2024-07-13,Work From Home,9.13,7.0,1.0,73744.0
EMP6000,Alejandro Fuentes,IT Support,Lead,2023-04-15,Work From Home,7.39,7.0,2.6,86967.0
EMP3503,Cesar Rivas,Marketing,Senior,2023-06-21,Absent,7.27,3.0,4.9,34168.0
EMP1006,Veronica Soto,Marketing,Associate,2023-07-23,Work From Home,7.23,12.0,1.2,25100.0
EMP6553,Ricardo Delgado,HR,Lead,2024-05-29,Work From Home,4.49,12.0,2.5,23694.0
EMP5915,Jorge Flores,Engineering,Junior,2024-08-26,Late,6.06,3.0,3.8,73221.5
EMP3184,Monica Aguilar,Engineering,Junior,2023-09-24,On Leave,4.55,6.0,2.3,119775.0
EMP4978,Pedro Villanueva,Finance,Junior,2023-10-21,On Leave,4.91,4.0,2.5,70132.0
EMP2796,Ana Bautista,Finance,Associate,2024-08-12,Late,10.16,12.0,4.7,42768.0
EMP3546,Renata Montes,Engineering,Lead,2024-06-14,Late,4.64,3.0,4.1,112279.0
EMP1166,Isabela Rios,Operations,Associate,2023-03-29,On Leave,2.9,13.0,3.2,51499.0
EMP9494,Diego Jimenez,Engineering,Associate,2023-06-08,Work From Home,0.93,3.0,4.1,116815.0
EMP5915,Jorge Flores,HR,Senior,2024-07-13,On Leave,4.06,5.0,4.9,82722.0
EMP5573,Constanza Mejia,Marketing,Manager,2024-02-14,Present,8.15,10.0,1.5,54237.0
