employee_id,employee_name,department,position,date,attendance_status,hours_worked,tasks_completed,performance_rating,monthly_salary
EMP2530,Daniela Paredes, Finance,Senior,12/07/2023,On leave,1.98,12,1.9,115311
EMP9004,Marco Sandoval,Finance,Junior,27/01/2023,Work From Home,1.08,2,3.4,62523
EMP9727,Salvador Bernal,Finance,Junior,18/01/2023,Late,7.05,0,1.9,27925
EMP3184,Monica Aguilar,Marketing,Associate,22/04/2024,late,3.63,12,1.4,87045
EMP5135,Pablo Rojas,Marketing,Lead,12/08/2024,On Leave,9.38,10,,71502
EMP9022,Emilio Perez,Finance,Junior,25/09/2024,Present,3.54,7,,40214
EMP3296,Sergio Pena,Finance,Associate,13/10/2023,On Leave,5.55,2,4.2,92132
EMP3296,Sergio Pena,HR,Junior,13/01/2024,Present,9.98,2,3.5,86462
EMP5497,Gabriela Vega,IT Support,Lead,11/06/2024,Present,3.94,12,1.7,38430
EMP9727,Salvador Bernal,Finance,Manager,16/09/2024,Present,8.02,10,3,62600
EMP5349,Sofia Castillo,engineering,Junior,05/01/2023,Absent,5.42,6,3.3,40766
EMP5010,Alfredo Cordova,HR,Associate,17/04/2023,Work From Home,4.99,15,3.7,43758
EMP1753,Maria Santos,Operations,Manager,02/12/2023,Present,,7,,80852
EMP4258,Raul Cabrera,Finance,Senior,08/04/2024,Present,1.37,7,2.4,103055
EMP8019,Adriana Nunez,Marketing,Senior,09/09/2023,Late,9.97,2,4.5,51963
EMP9004,Marco Sandoval,HR,Lead,11/02/2023,Absent,5.14,,1.6,53425
EMP9727,Salvador Bernal,IT Support,Associate,12/05/2023,Late,7.92,5,3.1,99507
EMP9179,Lucia Romero,IT Support,Lead,02/03/2023,On Leave,25,0,2.1,79638
EMP2530,  Daniela Paredes  ,IT Support,Associate,20/03/2023,wfh,6.13,3,,65793
EMP8433,Roberto Navarro,Marketing,Manager,12/03/2024,On Leave,11.5,7,3.5,44430
EMP5497,Gabriela Vega,Operations,Associate,17/08/2023,Late,10.02,0,2.9,114253
EMP1006,Veronica Soto,HR ,Lead,07/06/2023,On Leave,0.65,0,1.4,106772
EMP6947,Carmen Ramos,,Manager,11/01/2024,On Leave,6.5,1,3.2,75725
EMP2193,Antonio Medina,Operations,Lead,01/07/2024,Work From Home,6.08,13,1.1,67124
EMP6862,Jose Cruz,Operations,Associate,30/05/2023,Late,0.19,13,1.6,63236
EMP1006,Veronica Soto,Sales,Senior,26/01/2024,On Leave,11.94,9,3,76387
EMP2796,Ana Bautista,Engineering,Manager,08/08/2023,Absent,10.29,7,2.1,73674
EMP3546,Renata Montes,Engineering,Manager,16/03/2023,Present,0.54,11,10,27897
EMP5135,Pablo Rojas,IT Support,Senior,25/01/2024,Late,5.6,11,2,87215
EMP1964,Mariana Guzmán,HR,Manager,23/10/2024,On Leave,2.07,7,5,88690
EMP5497,Gabriela Vega,HR,Senior,16/06/2023,Work From Home,6.77,12,2.3,119039
EMP6000,Alejandro Fuentes,Finance,Manager,20/02/2023,Absent,8.13,8,,73004
EMP9938,Elena Morales,Operations,Senior,05/02/2024,Late,7.04,2,3.8,115677
EMP3950,Hector Campos,Sales,Junior,22/08/2023,wfh,8.89,0,4.4,21610
EMP2796,Ana Bautista,Sales,Junior,02/03/2024,Work From Home,99.9,3,2,111995
EMP1525,  Miguel Herrera  ,IT Support,Senior,15/02/2024,Work From Home,99.9,6,4.5,61245
EMP8018,Oscar Leon,Finance,Manager,03/11/2023,Late,5.7,0,,34366
EMP1006,Veronica Soto,Marketing,Associate,02/10/2024,Work From Home,3.63,2,3.6,97569
EMP4228,Beatriz Salazar,Sales,Lead,24/07/2024,Present,4.39,12,2.1,36199
EMP9666,Camila Ortiz,Marketing,Lead,16/06/2024,On Leave,,10,4.6,37536
EMP5573,Constanza Mejia,Engineering,Lead,12/11/2023,Present,5.56,3,1.6,109922
EMP2193,Antonio Medina,HR,Junior,14/10/2023,Absent,4.6,13,3.6,88919
EMP3503,Cesar Rivas,Finance,Lead,02/06/2023,wfh,3.6,5,2.9,49536
EMP5010,Alfredo Cordova,Sales,Lead,16/04/2024,ABSENT,2.02,11,1.6,91636
EMP7615,Valentina Gutierrez,Marketing,Manager,13/01/2024,On Leave,5.68,,5,92140
EMP5915,  Jorge Flores  ,HR,Senior,01/09/2023,Absent,7.07,0,2.1,36614
EMP3184,  Monica Aguilar  ,Sales,Junior,17/08/2024,On Leave,1.15,4,,94425
EMP5558,Eduardo Espinoza,Finance,Senior,13/07/2023,ABSENT,11.77,7,2.5,73841
EMP1753,Maria Santos,Engineering,Manager,21/12/2023,Late,7.63,0,1,106154
EMP5119,Patricia Ruiz,Engineering,Junior,04/06/2024,Present,0.96,5,3.4,108501
EMP5497,Gabriela Vega,Marketing,Manager,26/11/2024,Absent,1.92,0,4.4,108878
EMP5119,Patricia Ruiz,Operations,Junior,27/11/2024,Late,8.65,8,1.4,76985
EMP4228,Beatriz Salazar,Engineering,Junior,02/11/2024,Late,5.97,9,4.6,73031
EMP5291,Javier Miranda,Sales,Lead,10/02/2024,On Leave,0.35,6,3.4,70965
EMP6553,Ricardo Delgado,,Lead,13/02/2024,Late,4.99,3,2.7,107177
EMP9751,Lorena Acosta,Marketing,Junior,17/01/2024,Present,9.78,5,2.6,79839
EMP3170,Andres Vargas,IT Support,Junior,02/01/2023,On Leave,0.58,14,4.9,74266
EMP9751,Lorena Acosta,Engineering,Associate,31/07/2023,Work From Home,9.67,,2.1,90617
EMP3296,Sergio Pena,Engineering,Manager,20/10/2023,Absent,8.33,15,,29706
EMP9920,Natalia Silva,Marketing,Manager,29/10/2023,On Leave,5.57,3,1.2,103151
EMP5010,Alfredo Cordova,Finance,Manager,25/02/2024,Absent,9.23,2,4.9,104192
EMP5349,Sofia Castillo,Finance,Associate,30/12/2023,Late,9.57,10,4.5,111905
EMP5135,Pablo Rojas,Operations,Senior,16/06/2023,ABSENT,4.72,9,2.3,86809
EMP5542,Carlos Reyes,IT Support,Associate,14/05/2023,Present,6.48,5,3.6,
EMP5558,Eduardo Espinoza,Finance,Lead,16/12/2023,Late,1.89,9,4.1,94395
EMP3296,Sergio Pena,IT Support,Junior,31/08/2023,Work From Home,,11,3.5,41755
EMP2530,Daniela Paredes,HR,Junior,17/03/2023,Work From Home,0.65,,1.3,49837
EMP9938,Elena Morales,Sales,Lead,18/08/2023,Work From Home,10.17,11,2.5,119956
EMP4470,Paola Ibarra,Engineering,Senior,10/01/2024,Present,9.17,11,2.6,94747
EMP1525,Miguel Herrera,Engineering,Lead,17/03/2023,Late,9.59,1,1.1,54226
EMP9727,Salvador Bernal,IT Support,Lead,16/05/2024,On Leave,1.71,8,2.5,29898
EMP2193,Antonio Medina,Finance,Senior,09/10/2023,Work From Home,7.1,11,1.3,80521
EMP9938,Elena Morales,Finance,Senior,05/06/2024,On Leave,8.46,13,4.9,51946
EMP3296,Sergio Pena,IT Support,Lead,20/01/2024,Late,0.96,4,1.5,90419
EMP7615,Valentina Gutierrez,Sales,Manager,28/09/2024,Late,2.93,1,2.5,34860
EMP1753,Maria Santos,HR,Lead,16/02/2024,On Leave,5.12,3,3.8,78138
EMP3950,Hector Campos,Engineering,Junior,20/08/2024,Absent,5.77,12,4.3,51745
EMP5010,Alfredo Cordova,Marketing,Manager,13/11/2023,On Leave,8,10,3.8,92667
EMP6000,Alejandro Fuentes,Operations,Junior,24/10/2023,Work From Home,9.44,9,1.3,77367
EMP8018,Oscar Leon,Sales,Senior,12/03/2023,Present,6.07,10,4.4,84251
EMP4470,Paola Ibarra,Finance,Lead,31/01/2024,On Leave,4.07,5,3.8,68148
EMP1090,Fernanda Castro,Marketting,Lead,29/08/2023,Work From Home,0.95,14,2.8,85333
EMP8018,Oscar Leon,IT Support,Lead,24/10/2024,wfh,9.8,2,1.1,113961
EMP9920,Natalia Silva,Finance,Manager,27/04/2024,Absent,9.09,6,3.7,98094
EMP4228,Beatriz Salazar,Marketing,Lead,13/03/2023,late,11.39,10,2.3,36334
EMP3546,Renata Montes,Marketing,Senior,04/08/2024,Absent,0,6,3.4,103719
EMP9666,Camila Ortiz,IT Support,Manager,11/02/2023,Absent,2.58,,1.4,52534
EMP9666,Camila Ortiz,Sales,Associate,03/05/2023,Present,0.15,,,65443
EMP4978,Pedro Villanueva,Marketing,Senior,17/10/2024,On leave,3.9,8,3.6,105389
EMP9727,Salvador Bernal,Finance,Junior,22/10/2023,late,7.2,11,3.3,47884
EMP7615,Valentina Gutierrez,HR,Manager,10/09/2023,WFH,6.95,1,1.3,106163
EMP5558,Eduardo Espinoza,Finance,Manager,21/07/2024,On Leave,,1,4.6,94928
EMP2588,Luis Torres,Engineering,Junior,18/06/2023,On Leave,5.39,10,1.5,66961
EMP3170,Andres Vargas,Marketing,Junior,08/09/2023,late,4.43,5,4.3,112214
EMP1006,Veronica Soto,HR,Lead,26/04/2024,Late,0.52,12,2,
EMP4258,Raul Cabrera,HR,Senior,19/10/2023,Absent,5.45,15,4.4,81344
EMP4510,Claudia Suarez,Operations,Associate,07/08/2024,On Leave,6.91,7,4.2,44957
EMP4470,Paola Ibarra,SALES,Manager,28/03/2024,Work From Home,4.97,6,6,76349
EMP9022,Emilio Perez,IT Support,Senior,28/07/2024,Late,7.77,9,3.7,83142
EMP8433,Roberto Navarro,HR,Junior,06/12/2023,On Leave,2.47,6,3.8,114638
EMP5542,Carlos Reyes,Sales,Associate,30/07/2023,ABSENT,3.34,2,6,90371
EMP6862,Jose Cruz,Finance,Junior,21/04/2024,on leave,10.39,9,1.3,79866
EMP1006,Veronica Soto,IT Support,Lead,12/09/2024,Work From Home,7.15,7,2.5,78028
EMP5915,Jorge Flores,Engineering,Senior,06/04/2024,present,7.43,11,2.9,45575
EMP8019,  Adriana Nunez  ,,Manager,14/03/2023,Work From Home,5.67,6,1.5,109220
EMP5010,Alfredo Cordova,Marketing,Senior,05/05/2023,On Leave,6.88,12,4.3,39198
EMP8019,Adriana Nunez,HR,Lead,13/04/2024,On Leave,,4,1,116497
EMP6000,Alejandro Fuentes,Marketing,Lead,05/03/2024,On Leave,6.46,7,1.9,77125
EMP9727,Salvador Bernal,Engineering,Senior,12/02/2024,On Leave,11.56,9,4.2,38111
EMP6000,Alejandro Fuentes,IT Support,Associate,17/08/2023,On Leave,0.28,,2.3,29099
EMP5915,Jorge Flores,Operations,Lead,18/12/2023,Present,10.73,1,1.4,
EMP7615,Valentina Gutierrez,Engineering,Junior,21/02/2023,Work From Home,3.48,12,2.7,40932
EMP4978,Pedro Villanueva,HR,Junior,22/07/2023,Absent,10.83,14,1.4,63456
EMP6000,Alejandro Fuentes,IT Support,Junior,20/12/2023,Work From Home,2.89,3,,63583
EMP1964,Mariana Guzmán,HR ,Junior,18/12/2023,Absent,7.78,,3.1,92339
EMP2588,Luis Torres,Sales,Associate,01/11/2023,On Leave,,1,2.1,31401
EMP9494,Diego Jimenez,HR,Senior,14/11/2023,Late,6.18,15,1.1,104790
EMP9179,Lucia Romero,IT Support,Manager,01/05/2024,Late,3.25,2,4.6,93860
EMP5497,Gabriela Vega,Operations,Junior,11/12/2023,Absent,3.62,4,3.9,77261
EMP6000,Alejandro Fuentes,Marketting,Manager,26/05/2023,On Leave,6.76,6,3.2,43010
EMP5542,Carlos Reyes,Operations,Junior,26/01/2023,Present,4.57,,1.8,118328
EMP9938,Elena Morales,Marketing,Senior,02/11/2024,Absent,8.38,12,3.4,31104
EMP7930,Fernando Molina,IT Support,Manager,19/12/2023,On Leave,10.53,,,94976
EMP5497,Gabriela Vega,Marketing,Manager,25/01/2024,On Leave,9.65,10,2.3,105332
EMP8019,Adriana Nunez,Operations,Manager,20/11/2023,Late,11.22,6,,71876
EMP5542,Carlos Reyes,Marketing,Lead,27/12/2024,Absent,11.25,1,4.7,98234
EMP9920,Natalia Silva,Marketing,Associate,01/02/2024,Late,,13,3.2,42645
EMP5558,Eduardo Espinoza,,Junior,30/06/2024,Present,2.39,11,6,119201
EMP6553,Ricardo Delgado,Engineering,Junior,20/06/2024,Work From Home,11.7,2,3.2,86535
EMP4475,Rosa Mendoza,HR,Associate,07/05/2023,Late,7.07,12,4.9,61222
EMP1006,Veronica Soto,Marketing,Senior,04/08/2023,On Leave,5.16,10,2.8,108555
EMP3184,Monica Aguilar,Operatons,Senior,26/02/2023,Late,6,5,1.6,33487
EMP2530,Daniela Paredes,Sales,Lead,13/04/2023,Present,8.17,4,4.9,40701
EMP3503,Cesar Rivas,Engineering,Lead,18/04/2023,Late,6.14,3,,33928
EMP5291,Javier Miranda,Operations,Manager,22/09/2024,Late,1.83,2,1.3,46633
EMP5291,Javier Miranda,it support,Lead,16/04/2023,On Leave,10.47,9,2.9,64657
EMP6862,Jose Cruz,Engineering,Associate,13/11/2024,Work From Home,1.23,13,4,51029
EMP5497,Gabriela Vega,Operations,Senior,05/10/2024,On Leave,8.55,,3.8,30803
EMP1090,Fernanda Castro,IT Support,Junior,11/03/2024,Present,2.63,14,3.2,35906
EMP2588,Luis Torres,IT Support,Associate,10/02/2023,Late,10.23,11,2.7,35191
EMP9494,Diego Jimenez,IT Support,Associate,29/10/2023,Absent,5.39,2,4.8,116348
EMP7930,Fernando Molina,Sales,Manager,11/06/2023,Work From Home,0.89,11,6,75615
EMP1753,Maria Santos,Marketing,Junior,28/10/2023,Absent,4.3,13,2,74008
EMP6000,Alejandro Fuentes,HR,Lead,13/02/2023,Present,5.23,14,4.4,95465
EMP5291,Javier Miranda,Engineering,Lead,18/07/2024,Present,8.47,0,1.3,110573
EMP9004,Marco Sandoval,Operations,Associate,28/05/2023,Work From Home,3.5,0,2.4,94798
EMP3503,  Cesar Rivas  ,Marketing,Lead,06/11/2023,On Leave,2.39,12,1.4,69986
EMP1753,Maria Santos,Marketing,Senior,15/11/2023,Present,0,15,4.9,49878
EMP5010,Alfredo Cordova,Marketting,Lead,01/11/2024,Work From Home,1.19,15,2.6,56666
EMP5119,Patricia Ruiz,Engineering,Associate,17/06/2024,On Leave,0.82,5,3.2,72876
EMP1525,Miguel Herrera,Sales,Junior,20/03/2024,On Leave,11.74,3,1.7,59251
EMP8019,Adriana Nunez,HR,Senior,12/08/2024,On Leave,8.13,12,4.8,45995
EMP6947,Carmen Ramos,SALES,Manager,13/05/2024,Present,6.32,9,1.9,98554
EMP4470,Paola Ibarra,HR,Manager,19/08/2023,Absent,7.77,8,1.3,41747
EMP5349,Sofia Castillo,Marketing,Senior,21/07/2023,On Leave,5.49,8,3.1,103769
EMP7615,Valentina Gutierrez,Sales,Manager,20/01/2023,On Leave,11.87,11,3.2,83527
EMP4978,Pedro Villanueva,Marketing,Manager,18/02/2024,Absent,1.63,0,1.8,46309
EMP4510,Claudia Suarez,SALES,Manager,24/07/2023,Late,9.34,6,3.8,58712
EMP6862,Jose Cruz,Operations,Junior,15/07/2023,On Leave,0.23,10,1.6,110505
EMP6553,Ricardo Delgado,Finance,Junior,06/03/2023,Present,3.14,10,,108857
EMP5119,Patricia Ruiz,Engineering,Junior,23/11/2024,Absent,0.05,,3.8,65134
EMP8433,Roberto Navarro,IT Support,Manager,16/04/2024,Present,9.98,11,2.7,33875
EMP5010,Alfredo Cordova,Engineering,Lead,24/01/2024,Late,3.24,7,,27331
EMP8018,Oscar Leon,Sales,Associate,22/02/2023,Present,3.22,1,1.8,119837
EMP5119,Patricia Ruiz,IT Support,Manager,01/08/2024,Work From Home,2.69,10,3.1,111826
EMP5291,Javier Miranda,IT Support,Lead,04/04/2023,Late,5.64,13,2.3,33710
EMP5291,Javier Miranda,Sales,Junior,05/06/2023,Present,1.79,9,5,35525
EMP8019,Adriana Nunez,Sales,Manager,11/08/2023,Late,5.75,10,4.8,22009
EMP4258,Raul Cabrera,Finance,Junior,26/06/2023,Work From Home,3.3,4,3.4,110919
EMP6862,Jose Cruz,,Senior,11/08/2023,Late,5.32,7,1.4,109873
EMP3170,Andres Vargas,Engineering,Lead,31/08/2024,Present,7.4,14,1.5,
EMP5135,Pablo Rojas,Marketing,Lead,06/10/2023,Absent,2.8,,4.1,96638
EMP3184,Monica Aguilar,Operations,Associate,28/01/2024,Present,2.29,4,2.1,74387
EMP4978,Pedro Villanueva,Marketing,Junior,14/09/2023,Late,1.18,15,2.4,107988
EMP6947,Carmen Ramos,Engineering,Associate,07/03/2023,Work From Home,4.06,7,1.9,29305
EMP8019,Adriana Nunez,,Associate,03/04/2023,On Leave,10.92,10,1.7,37322
EMP5291,Javier Miranda,IT Support,Junior,17/02/2024,Late,6.19,8,2.8,83968
EMP3170,Andres Vargas, Finance,Senior,30/12/2024,on leave,11.6,,4.6,65706
EMP8018,Oscar Leon,Finance,Manager,24/01/2024,On Leave,9.88,7,2.4,
EMP1006,Veronica Soto,Engineering,Senior,20/07/2024,Work From Home,3.46,12,2.8,92070
EMP4228,Beatriz Salazar,Marketing,Junior,16/08/2023,On Leave,4.26,9,10,63426
EMP6553,Ricardo Delgado,Finance,Manager,01/03/2023,Present,6.71,9,2.6,20395
EMP7615,Valentina Gutierrez,HR,Associate,30/03/2023,On Leave,11.1,3,3.4,
EMP3170,Andres Vargas,Finance,Lead,06/04/2024,Late,7.56,13,1.1,108250
EMP1525,Miguel Herrera,IT Support,Manager,23/11/2023,Absent,6.93,10,2.2,38777
EMP4510,Claudia Suarez,IT Support,Junior,13/05/2023,On Leave,7.37,13,2.7,82573
EMP9727,Salvador Bernal,Sales,Lead,04/04/2024,Present,7.38,2,2,39597
EMP5558,Eduardo Espinoza,IT Support,Manager,04/03/2024,Work From Home,11.59,15,4.5,82424
EMP1006,Veronica Soto,Finance,Junior,18/01/2023,Work From Home,6.35,8,4.9,22246
EMP7930,Fernando Molina,Sales,Manager,08/11/2024,Absent,8.62,4,2.2,27665
EMP2530,Daniela Paredes,IT Support,Lead,06/10/2023,Work From Home,6.29,8,3.5,85031
EMP5119,  Patricia Ruiz  ,HR,Senior,24/09/2024,Absent,1.57,12,1.6,110812
EMP6862,Jose Cruz,IT Support,Lead,22/05/2024,Present,25,9,,94443
EMP9179,Lucia Romero,Operations,Lead,18/01/2024,On Leave,0.73,15,1.1,89758
EMP1090,Fernanda Castro,Engineering,Senior,11/09/2024,Present,5.71,4,2.8,65015
EMP9727,Salvador Bernal,Operations,Manager,17/10/2023,Late,11.77,6,1.9,43519
EMP2588,Luis Torres,HR,Manager,16/01/2023,Absent,11.63,7,2.6,83092
EMP8018,Oscar Leon,Sales,Senior,12/03/2023,Present,6.07,10,4.4,84251
EMP4475,Rosa Mendoza,Operations,Lead,24/06/2024,Work From Home,8.45,2,1.4,91781
EMP9179,Lucia Romero,Finance,Manager,18/09/2024,Absent,,1,3.1,93516
EMP5573,Constanza Mejia,,Manager,26/08/2023,Absent,6.42,1,2.7,43040
EMP5135,Pablo Rojas,Sales,Lead,22/06/2024,On Leave,4.52,5,4.6,64869
EMP6947,Carmen Ramos,Engineering,Senior,11/12/2024,On Leave,1.7,12,3.4,95340
EMP1090,Fernanda Castro,IT Support,Senior,02/08/2024,Work From Home,11.73,3,4.7,50115
EMP9004,Marco Sandoval,Finance,Manager,01/04/2024,On Leave,10.77,15,2,52406
EMP9004,  Marco Sandoval  ,Engineering,Manager,03/07/2024,Work From Home,1.8,10,2.8,109167
EMP9666,Camila Ortiz,IT Support,Manager,15/03/2024,Work From Home,3.66,1,4.8,33006
EMP3950,Hector Campos,Operations,Associate,02/12/2024,Late,4.57,4,2.2,84634
EMP3170,Andres Vargas,Engineering,Junior,05/07/2023,Work From Home,8.05,1,2.8,92045
EMP8019,Adriana Nunez,Sales,Manager,04/03/2023,Present,,1,3.3,85909
EMP9022,Emilio Perez,HR,Junior,10/08/2024,Present,8.03,4,4.1,29836
EMP9004,Marco Sandoval,Finance,Junior,28/11/2024,On Leave,99.9,11,3.4,43276
EMP1166,Isabela Rios,Operations,Associate,15/03/2024,Work From Home,10.14,0,4.7,110894
EMP3296,Sergio Pena,HR,Senior,21/09/2024,Present,11.98,8,1.3,103560
EMP8019,Adriana Nunez,HR,Lead,30/05/2024,Work From Home,2.66,1,2.2,104323
EMP5135,Pablo Rojas,Operations,Senior,14/07/2023,Work From Home,9.16,15,,60441
EMP2193,  Antonio Medina  ,Marketing,Associate,07/01/2023,On Leave,3.13,7,4,
EMP8019,Adriana Nunez,Finance,Associate,13/07/2024,WFH,9.13,7,1,73744
EMP6000,Alejandro Fuentes,IT Support,Lead,15/04/2023,Work From Home,7.39,7,2.6,86967
EMP3503,Cesar Rivas,Marketing,Senior,21/06/2023,Absent,7.27,3,4.9,34168
EMP1006,Veronica Soto,Marketing,Associate,23/07/2023,Work From Home,7.23,12,1.2,25100
EMP6553,Ricardo Delgado,HR,Lead,29/05/2024,wfh,4.49,12,2.5,23694
EMP5915,Jorge Flores,Engineering,Junior,26/08/2024,Late,6.06,3,3.8,
EMP3184,Monica Aguilar,Engineering,Junior,24/09/2023,On Leave,4.55,6,2.3,119775
EMP4978,Pedro Villanueva,Finance,Junior,21/10/2023,On Leave,4.91,4,2.5,70132
EMP2796,Ana Bautista, Finance,Associate,12/08/2024,Late,10.16,12,4.7,42768
EMP3546,Renata Montes,Engineering,Lead,14/06/2024,Late,4.64,3,4.1,112279
EMP1166,Isabela Rios,Operations,Associate,29/03/2023,On Leave,2.9,13,3.2,51499
EMP9494,Diego Jimenez,Engineering,Associate,08/06/2023,Work From Home,0.93,3,4.1,116815
EMP5915,Jorge Flores,HR,Senior,13/07/2024,On Leave,4.06,5,4.9,82722
EMP5573,Constanza Mejia,Marketing,Manager,14/02/2024,Present,8.15,10,1.5,54237
